c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
Alison,Ferreira,3.0,,Zagueiro,America-Mg
Andre,Souza,9.0,,Atacante,Corinthians
Vander,Souza,17.0,,Meio-Campo,Vitoria
Diego,Renan,26.0,26/1/1990,Zagueiro,Vitoria
Mauricio,Alves,5.0,,Meio-Campo,Vitoria
Anselmo,Moraes,21.0,,Meio-Campo,Internacional
Fernando,Silva,5.0,18/5/1991,Meio-Campo,Internacional
Diego,Lugano,5.0,,Zagueiro,Sao Paulo
Sueliton,Nogueira,4.0,,Zagueiro,America-Mg
Artur,Vieira,6.0,,Zagueiro,America-Mg
Ribamar,,9.0,21/5/1997,Atacante,Botafogo-Rj
Juan,Salgueiro,10.0,,Meio-Campo,Botafogo-Rj
Paulinho,,26.0,25/7/1988,Meio-Campo,Santos
Jaimerson,Papa,33.0,,Zagueiro,Figueirense
Bruno,Silva,8.0,3/8/1986,Meio-Campo,Botafogo-Rj
Gabriel,Xavier,10.0,6/5/2001,Meio-Campo,Sport
Luis,Ricardo,4.0,21/1/1984,Zagueiro,Botafogo-Rj
Fred,,6.0,,Zagueiro,Gremio
Leo,Moura,2.0,,Zagueiro,Santa Cruz
Victor,Ramos,3.0,5/5/1989,Zagueiro,Vitoria
Rafael,Bastos,16.0,,Meio-Campo,America-Mg
Norberto,Neto,32.0,,Zagueiro,Vitoria
Helder,Ferreira,2.0,,Zagueiro,America-Mg
Tiago,Martins,10.0,,Meio-Campo,America-Mg
Leo,Duarte,43.0,23/3/1999,Zagueiro,Flamengo
Juan,Santos,4.0,7/3/2002,Zagueiro,Flamengo
Raul,Caceres,2.0,18/9/1991,Zagueiro,Vasco
Clayton,Silva,20.0,,Atacante,Vasco
Christian,Cueva,8.0,,Meio-Campo,Santos
Joao,Heidemann,1.0,,Goleiro,Ponte Preta
Vilson,Junior,15.0,,Zagueiro,Corinthians
Cristian,Baroni,16.0,,Meio-Campo,Corinthians
Maicon,Roque,27.0,14/9/1988,Zagueiro,Sao Paulo
Bruno,Edgar,33.0,,Meio-Campo,Cruzeiro
Wallyson,,8.0,17/10/1988,Meio-Campo,Santa Cruz
Andre,Lima,99.0,,Atacante,Athletico-Pr
Leandro,Guerreiro,8.0,,Meio-Campo,America-Mg
Vinicius,Araujo,9.0,,Meio-Campo,Sport
Richarlison,,19.0,,Meio-Campo,Fluminense
Guilherme,Gusmao,10.0,,Meio-Campo,Corinthians
Luiz,Silva,31.0,,Meio-Campo,Flamengo
Lucas,Candido,18.0,,Zagueiro,Atletico-Mg
Maicon,,2.0,10/3/1993,Zagueiro,Vitoria
Willian,Farias,8.0,6/6/1989,Meio-Campo,Vitoria
Guilherme,Souza,2.0,22/1/2003,Zagueiro,Chapecoense
Airton,Santos,5.0,,Meio-Campo,Fluminense
Wellington,Nem,18.0,,Meio-Campo,Fluminense
Alecsandro,,99.0,,Atacante,Csa
Arthur,Cruz,7.0,,Meio-Campo,Santa Cruz
Roberto,Heuchayer,6.0,,Zagueiro,Santa Cruz
Sergio,Junior,8.0,,Meio-Campo,Sport
Rafael,Berger,3.0,,Zagueiro,Santa Cruz
Joao,Paulo,10.0,29/6/1995,Meio-Campo,Santa Cruz
Silvinho,,26.0,1/7/1990,Meio-Campo,Chapecoense
Fabio,Ferreira,3.0,,Zagueiro,Ponte Preta
Roger,Silva,9.0,,Atacante,Ponte Preta
Rafael,Moura,9.0,,Atacante,Figueirense
Anderson,Aquino,7.0,,Atacante,Botafogo-Rj
Sergio,Santos,35.0,,Meio-Campo,Chapecoense
Danny,Morais,4.0,,Zagueiro,Santa Cruz
Bruno,Grassi,30.0,,Goleiro,Gremio
Kieza,,9.0,24/9/1986,Atacante,Vitoria
Flavio,Silva,15.0,,Meio-Campo,Vitoria
Renato,Baruffi,20.0,,Meio-Campo,Figueirense
Domilson,Santos,98.0,,Zagueiro,Coritiba
Hyoran,,10.0,25/5/1993,Meio-Campo,Chapecoense
Edilson,Guimaraes,33.0,,Zagueiro,Gremio
Junior,Urso,21.0,,Meio-Campo,Atletico-Mg
Gustavo,Ferrareis,31.0,,Meio-Campo,Internacional
Thiago,Galhardo,7.0,20/7/1989,Meio-Campo,Ponte Preta
Osman,,7.0,29/10/1992,Meio-Campo,America-Mg
Reinaldo,Silva,6.0,25/5/1984,Zagueiro,Ponte Preta
Marcelo,Silva,13.0,28/9/1997,Zagueiro,Chapecoense
Leonardo,Vieira,22.0,,Goleiro,Athletico-Pr
Renatinho,,7.0,4/8/1988,Meio-Campo,Goias
Juan,Junior,55.0,,Meio-Campo,Coritiba
Mario,Costa,7.0,,Meio-Campo,Vitoria
Airton,Santos,5.0,,Meio-Campo,Botafogo-Rj
Moises,Magalhaes,28.0,,Meio-Campo,Palmeiras
Robinho,,7.0,10/11/1987,Meio-Campo,Atletico-Mg
Bryan,Garcia,17.0,18/1/2001,Zagueiro,Cruzeiro
Fred,,99.0,,Atacante,Atletico-Mg
Lucas,Gomes,23.0,18/1/1996,Meio-Campo,Chapecoense
Giovanni,Augusto,17.0,5/9/1989,Meio-Campo,Corinthians
Jean,Moreira,17.0,,Zagueiro,Palmeiras
Gatito,Fernandez,1.0,22/3/1988,Goleiro,Figueirense
Joao,Riedi,1.0,,Goleiro,America-Mg
Renan,Fonseca,3.0,13/8/1990,Zagueiro,Botafogo-Rj
Neilton,Mestzk,7.0,,Meio-Campo,Botafogo-Rj
Jailson,Siqueira,25.0,,Meio-Campo,Gremio
Edinho,,33.0,8/8/1994,Meio-Campo,Coritiba
Luiz,Soares,15.0,,Meio-Campo,Sport
Oswaldo,,26.0,,Zagueiro,Sport
Edmilson,Silva,17.0,,Atacante,Sport
Renato,Florencio,8.0,,Meio-Campo,Santos
Giovanny,,32.0,16/9/2001,Meio-Campo,Athletico-Pr
Roger,Guedes,23.0,2/10/1996,Meio-Campo,Palmeiras
Kelvin,Oliveira,30.0,,Meio-Campo,Sao Paulo
Fernandes,,5.0,,Meio-Campo,Botafogo-Rj
Duvier,Riascos,18.0,,Atacante,Cruzeiro
Ayrton,Ganino,32.0,,Zagueiro,Figueirense
Anderson,Martins,4.0,,Zagueiro,Sao Paulo
Tiago,Real,11.0,,Meio-Campo,Vitoria
Frickson,Erazo,4.0,,Zagueiro,Atletico-Mg
Pedro,Goncalves,34.0,,Zagueiro,Corinthians
Nery,Bareiro,29.0,,Zagueiro,Coritiba
Dagoberto,Pelentier,22.0,,Meio-Campo,Vitoria
Clayton,Silva,23.0,,Meio-Campo,Atletico-Mg
Adalberto,Rodrigues,4.0,,Zagueiro,America-Mg
Fabinho,,17.0,9/4/2002,Meio-Campo,Internacional
Sidao,,1.0,24/12/1982,Goleiro,Botafogo-Rj
Antonio,Santos,25.0,,Zagueiro,Vitoria
Jackson,Caucaia,17.0,,Meio-Campo,Figueirense
Rever,,15.0,4/1/1985,Zagueiro,Flamengo
Matias,Pisano,32.0,,Meio-Campo,Cruzeiro
Leandro,,11.0,14/11/2004,Meio-Campo,Coritiba
Gustavo,Ferrareis,96.0,,Meio-Campo,Avai
Tiago,Alves,36.0,,Zagueiro,Ceara
Caio,Conceicao,34.0,,Meio-Campo,Fluminense
Christian,Cueva,13.0,,Meio-Campo,Sao Paulo
Ramon,Roma,4.0,,Zagueiro,Vitoria
Jonas,Junior,2.0,,Zagueiro,America-Mg
Vinicius,,29.0,3/8/1993,Meio-Campo,Athletico-Pr
Wesley,Correia,8.0,,Meio-Campo,Santa Cruz
Ederson,Campos,10.0,,Meio-Campo,Flamengo
Jocinei,,8.0,,Meio-Campo,Figueirense
Werley,Silva,4.0,,Zagueiro,Figueirense
Marcilio,,7.0,6/2/1995,Meio-Campo,Santa Cruz
Cicero,Junior,2.0,,Zagueiro,Santa Cruz
Rene,Junior,8.0,,Meio-Campo,Ponte Preta
Diogo,Barbosa,6.0,17/8/1992,Zagueiro,Botafogo-Rj
Colin,Kazm-Richards,10.0,,Atacante,Coritiba
Erik,Lima,14.0,,Atacante,Palmeiras
Rodney,Wallace,22.0,,Zagueiro,Sport
Yerry,Mina,26.0,,Zagueiro,Palmeiras
Agenor,,12.0,,Goleiro,Sport
Ernandes,Luz,19.0,,Meio-Campo,America-Mg
Wanderson,,19.0,7/10/1994,Zagueiro,Athletico-Pr
William,Matheus,30.0,2/4/1990,Zagueiro,Fluminense
Francinilson,Meirelles,39.0,,Meio-Campo,Fluminense
Gilson,Nascimento,11.0,,Meio-Campo,America-Mg
William,Pottker,9.0,22/12/1993,Atacante,Ponte Preta
Wendel,Silva,5.0,,Meio-Campo,Ponte Preta
Emerson,Santos,2.0,5/4/1995,Zagueiro,Botafogo-Rj
Edimar,Fraga,31.0,,Zagueiro,Cruzeiro
Rafael,Sobis,7.0,,Atacante,Cruzeiro
Everton,Goncalves,33.0,,Atacante,Chapecoense
Filipe,Machado,45.0,,Zagueiro,Chapecoense
Pablo,Barros,22.0,,Zagueiro,America-Mg
Raphinha,,36.0,5/8/1999,Zagueiro,Internacional
Para,,31.0,14/2/1986,Zagueiro,Figueirense
Dodo,,7.0,6/2/1992,Meio-Campo,Figueirense
Ronaldo,Conceicao,33.0,,Zagueiro,Atletico-Mg
Eugenio,Mena,21.0,,Zagueiro,Sao Paulo
Samuel,,18.0,25/2/2002,Meio-Campo,Fluminense
Rafael,Santos,11.0,14/3/1989,Meio-Campo,Figueirense
Alex,Santana,38.0,13/5/1995,Goleiro,Flamengo
Wanderley,Sousa,8.0,,Meio-Campo,Santa Cruz
Marcos,Teixeira,45.0,,Meio-Campo,Athletico-Pr
Gustavo,Canales,19.0,,Atacante,Botafogo-Rj
Ariel,Nahuelpan,37.0,,Atacante,Internacional
Danilo,Pires,8.0,,Meio-Campo,Santa Cruz
Jadson,,7.0,30/8/1993,Meio-Campo,Santa Cruz
Rafael,Vaz,33.0,17/9/1988,Zagueiro,Flamengo
Wellington,Silva,11.0,6/3/1988,Atacante,Internacional
Everson,Pires,22.0,,Goleiro,Santos
Arthur,Gomes,27.0,,Meio-Campo,Chapecoense
Chico,,30.0,14/9/1998,Atacante,Ceara
Francisco,Santos,30.0,,Zagueiro,Flamengo
Maicosuel,,70.0,,Meio-Campo,Atletico-Mg
Julio,Buffarini,18.0,,Zagueiro,Sao Paulo
Joao,Schmidt,15.0,,Meio-Campo,Sao Paulo
Antonio,Capocasali,3.0,,Zagueiro,Ponte Preta
Abuda,,5.0,22/1/1989,Meio-Campo,Ponte Preta
Iago,Dias,7.0,6/4/1993,Meio-Campo,Coritiba
Ronaldo,Alves,3.0,9/7/1989,Zagueiro,Sport
Ramon,Abila,50.0,,Atacante,Cruzeiro
Luan,Petroni,3.0,,Zagueiro,Santa Cruz
Miller,Bolanos,23.0,,Atacante,Gremio
Ezequiel,,30.0,22/2/1993,Zagueiro,Cruzeiro
Willian,Souza,16.0,,Meio-Campo,Coritiba
Paulo,Silva,28.0,,Meio-Campo,Sport
Nino,Paraiba,2.0,10/1/1986,Zagueiro,Ponte Preta
Aranha,,1.0,31/7/1995,Goleiro,Ponte Preta
Rafael,Mariano,19.0,24/10/1990,Atacante,Palmeiras
Leandro,Damiao,18.0,,Atacante,Flamengo
Neto,Berola,9.0,18/11/1987,Meio-Campo,Coritiba
Diogo,Mateus,2.0,13/2/1993,Zagueiro,Vitoria
Marcelo,Santos,29.0,29/5/1994,Meio-Campo,Vitoria
Wallace,Silva,14.0,,Zagueiro,Gremio
Jonathan,Copete,36.0,23/1/1988,Meio-Campo,Santos
Alejandro,Martinuccio,87.0,,Meio-Campo,Chapecoense
Renato,Junior,31.0,5/6/2002,Zagueiro,Fluminense
Lucas,Fernandes,77.0,20/9/1997,Meio-Campo,Athletico-Pr
Arthur,Maia,50.0,,Meio-Campo,Chapecoense
Everton,Felipe,18.0,28/7/1997,Meio-Campo,Sao Paulo
Fernando,Kaufmann,1.0,,Goleiro,Vitoria
Luan,Louza,9.0,,Meio-Campo,Athletico-Pr
Diego,,4.0,28/2/1985,Zagueiro,Botafogo-Rj
Andres,Chavez,9.0,,Atacante,Sao Paulo
Sherman,Cardenas,10.0,,Meio-Campo,Vitoria
Luis,Seijas,23.0,,Meio-Campo,Internacional
Aylon,,18.0,7/4/1992,Atacante,Internacional
Luis,Ruiz,18.0,,Atacante,Sport
Bruno,Moraes,9.0,12/1/1989,Atacante,Santa Cruz
Matheus,Biteco,77.0,,Meio-Campo,Chapecoense
Raniel,,21.0,11/6/1996,Atacante,Sao Paulo
Willian,Klaus,44.0,11/1/1994,Zagueiro,Internacional
Romulo,Monteiro,13.0,,Meio-Campo,Gremio
Juninho,Capixaba,29.0,6/7/1997,Zagueiro,Gremio
Leo,Principe,32.0,,Zagueiro,Corinthians
Denis,Matos,1.0,,Goleiro,Sao Paulo
Henrique,Dourado,89.0,,Atacante,Fluminense
Dudu,Cearense,11.0,,Meio-Campo,Botafogo-Rj
Emerson,Silva,4.0,,Zagueiro,Botafogo-Rj
Lyanco,,19.0,,Zagueiro,Sao Paulo
Ze,Love,39.0,,Meio-Campo,Vitoria
Matias,Pisano,32.0,,Meio-Campo,Santa Cruz
Aylon,,18.0,7/4/1992,Atacante,Chapecoense
Everton,Silva,22.0,4/8/1988,Meio-Campo,Sao Paulo
Jean,Santos,26.0,24/7/1993,Meio-Campo,Goias
Ezequiel,,22.0,22/2/1993,Zagueiro,Bahia
Allan,Vieira,6.0,,Zagueiro,Santa Cruz
Iago,Silva,34.0,11/3/1996,Zagueiro,Gremio
Eder,Santos,3.0,,Zagueiro,America-Mg
Joseilson,Santos,5.0,,Meio-Campo,Figueirense
Rodrigo,Lindoso,5.0,6/6/1989,Meio-Campo,Botafogo-Rj
Roger,Oliveira,4.0,,Zagueiro,America-Mg
Vinicius,Tanque,9.0,,Atacante,Botafogo-Rj
Renato,Junior,23.0,5/6/2002,Meio-Campo,Figueirense
Rafael,Francisco,70.0,,Meio-Campo,Cruzeiro
Robson,Fernandes,29.0,30/5/1991,Meio-Campo,Sao Paulo
Guilherme,Amorim,43.0,30/4/1993,Meio-Campo,Gremio
Tony,Carvalho,20.0,,Meio-Campo,America-Mg
Lincoln,Santos,27.0,,Meio-Campo,Gremio
Wallace,,13.0,26/12/1987,Zagueiro,Gremio
Fabiano,,2.0,17/2/1990,Zagueiro,Palmeiras
Rhayner,,10.0,,Meio-Campo,Ponte Preta
Eduardo,Henrique,27.0,,Meio-Campo,Internacional
Jucimar,Teixeira,4.0,,Zagueiro,Botafogo-Rj
Ramon,Lopez,5.0,,Meio-Campo,Atletico-Mg
Bruno,Nazario,77.0,9/2/1995,Atacante,Athletico-Pr
Didira,,19.0,9/6/1988,Meio-Campo,Csa
Lucas,Mineiro,18.0,9/2/1999,Meio-Campo,Vasco
Yago,Silva,33.0,,Zagueiro,Goias
Raphael,Veiga,20.0,19/6/1995,Meio-Campo,Coritiba
Claudio,Aquino,50.0,,Meio-Campo,Fluminense
Apodi,,32.0,13/12/1986,Zagueiro,Sport
Negueba,,77.0,3/12/1999,Meio-Campo,Gremio
Lucca,Brito,30.0,,Atacante,Corinthians
Luiz,Araujo,31.0,,Meio-Campo,Sao Paulo
Yuri,Lima,25.0,,Zagueiro,Santos
Bruno,Teles,6.0,,Zagueiro,America-Mg
Christian,Savio,2.0,,Zagueiro,America-Mg
Camilo,,10.0,23/2/1999,Meio-Campo,Botafogo-Rj
Jonathan,Marlone,8.0,,Meio-Campo,Corinthians
Wellington,Martins,37.0,,Meio-Campo,Sao Paulo
Rafael,Monteiro,12.0,14/2/2004,Goleiro,Cruzeiro
Kayke,Moreno,77.0,1/4/1988,Atacante,Goias
Douglas,Santos,10.0,13/12/1998,Meio-Campo,Avai
Lins,Brito,90.0,,Meio-Campo,Figueirense
Kaio,Mendes,28.0,,Meio-Campo,Gremio
Luiz,Alves,9.0,,Atacante,Botafogo-Rj
Fabricio,Silva,6.0,,Zagueiro,Palmeiras
Cleiton,Xavier,88.0,,Meio-Campo,Palmeiras
Andrei,Girotto,8.0,,Meio-Campo,Chapecoense
Miguel,Trauco,13.0,,Zagueiro,Flamengo
Jomar,Lourenco,3.0,,Zagueiro,Vasco
Douglas,Luiz,8.0,,Meio-Campo,Vasco
Rene,Santos,21.0,,Zagueiro,Vitoria
Rodrigo,Oliveira,5.0,,Meio-Campo,Sport
Bruno,Henrique,27.0,30/12/1990,Meio-Campo,Santos
Leo,Pele,15.0,,Zagueiro,Fluminense
Wellington,Paulista,9.0,22/4/1983,Atacante,Chapecoense
Leandro,Donizete,30.0,,Meio-Campo,Santos
Ricardo,Silva,3.0,3/8/1992,Zagueiro,Atletico-Go
Marcao,,5.0,14/1/1991,Meio-Campo,Atletico-Go
Pablo,Armero,7.0,,Zagueiro,Bahia
Luis,Fabiano,9.0,,Atacante,Vasco
Gustavo,,21.0,6/6/2005,Atacante,Bahia
Jean,Irmer,5.0,26/9/1994,Meio-Campo,Vasco
Gilberto,Junior,2.0,,Zagueiro,Vasco
Walter,Silva,18.0,,Atacante,Atletico-Go
Gabriel,Santana,17.0,,Meio-Campo,Flamengo
Igor,Henrique,8.0,20/12/1991,Meio-Campo,Atletico-Go
Jonas,Sousa,27.0,,Meio-Campo,Coritiba
Vladimir,Hernandez,16.0,,Meio-Campo,Santos
Igor,Rabello,2.0,28/4/1995,Zagueiro,Botafogo-Rj
Junior,Sornoza,20.0,,Meio-Campo,Fluminense
Arthur,,29.0,17/12/2003,Meio-Campo,Gremio
Lucas,Barrios,18.0,,Atacante,Gremio
Lazaro,Scapolan,5.0,,Meio-Campo,Avai
Lucca,Brito,11.0,,Atacante,Bahia
Wanderson,,3.0,7/10/1994,Zagueiro,Bahia
Giovanni,,25.0,5/2/1987,Meio-Campo,Bahia
Hudson,,25.0,18/7/1986,Meio-Campo,Cruzeiro
Eduardo,Costa,13.0,,Zagueiro,Atletico-Go
Paulinho,,26.0,25/7/1988,Meio-Campo,Vitoria
Fred,,28.0,,Zagueiro,Vitoria
Tomas,Bastos,26.0,30/9/1992,Meio-Campo,Coritiba
Uillian,Correia,7.0,27/9/1989,Meio-Campo,Vitoria
Luiz,Santos,21.0,,Zagueiro,Chapecoense
Leandro,Silva,2.0,22/9/1988,Zagueiro,Avai
Arthur,Cruz,17.0,,Meio-Campo,Chapecoense
Matheus,Reis,6.0,,Zagueiro,Bahia
Eugenio,Mena,6.0,,Zagueiro,Sport
Anselmo,Moraes,8.0,,Meio-Campo,Sport
Osvaldo,Filho,10.0,,Meio-Campo,Sport
Leandro,Salino,30.0,,Zagueiro,Vitoria
Alex,Silva,29.0,15/5/1994,Zagueiro,Atletico-Mg
Wellington,Martins,7.0,,Meio-Campo,Vasco
Gustavo,Cuellar,26.0,,Meio-Campo,Flamengo
Alemao,,4.0,4/1/1998,Zagueiro,Avai
Bruno,Pacheco,6.0,8/12/1991,Zagueiro,Atletico-Go
Rossicley,Silva,7.0,,Meio-Campo,Chapecoense
Victor,Ramos,80.0,5/5/1989,Zagueiro,Chapecoense
Diogo,Barbosa,6.0,17/8/1992,Zagueiro,Cruzeiro
Marcio,Junior,39.0,,Meio-Campo,Sao Paulo
Yago,Santos,25.0,3/4/2003,Meio-Campo,Atletico-Mg
Orlando,Berrio,28.0,,Atacante,Flamengo
Rildo,Felicissimo,11.0,,Atacante,Coritiba
Antonio,Capocasali,25.0,,Zagueiro,Palmeiras
Marcio,,76.0,18/8/1998,Zagueiro,Coritiba
Fabio,Braga,7.0,,Meio-Campo,Ponte Preta
Thallyson,,44.0,1/12/1991,Meio-Campo,Sport
Pablo,Castro,3.0,,Zagueiro,Corinthians
Arnaldo,Almeida,4.0,,Zagueiro,Botafogo-Rj
Carlos,Oliveira,22.0,,Zagueiro,Bahia
Vinicius,,29.0,3/8/1993,Meio-Campo,Bahia
Tiago,Pagnussat,3.0,,Zagueiro,Bahia
Marllon,Borges,4.0,,Zagueiro,Ponte Preta
Rene,Junior,23.0,,Meio-Campo,Bahia
Juan,Junior,55.0,,Meio-Campo,Avai
David,Fonseca,27.0,,Meio-Campo,Vitoria
Cicero,Santos,8.0,,Meio-Campo,Sao Paulo
Emerson,Sheik,11.0,,Atacante,Ponte Preta
Reinaldo,Silva,6.0,25/5/1984,Zagueiro,Chapecoense
Capa,,6.0,,Zagueiro,Avai
Felipe,Prazeres,1.0,,Goleiro,Atletico-Go
Andre,Castro,2.0,2/11/1991,Zagueiro,Atletico-Go
Andrigo,,11.0,,Meio-Campo,Atletico-Go
Murilo,Cerqueira,35.0,,Zagueiro,Cruzeiro
Gabriel,Xavier,18.0,6/5/2001,Meio-Campo,Vitoria
Judson,Tavares,93.0,,Meio-Campo,Avai
Jose,Junior,4.0,,Zagueiro,Palmeiras
Luiz,Soares,18.0,,Meio-Campo,Chapecoense
Alan,Andrade,11.0,,Meio-Campo,Vasco
Negueba,,11.0,3/12/1999,Atacante,Ponte Preta
Vinicius,Junior,20.0,,Meio-Campo,Flamengo
Marcos,Calazans,30.0,,Meio-Campo,Fluminense
Mateus,Norton,26.0,19/7/1996,Meio-Campo,Fluminense
Agustin,Allione,8.0,,Meio-Campo,Bahia
Jose,Vivian,18.0,,Meio-Campo,Bahia
Tiago,Real,8.0,,Meio-Campo,Coritiba
Edson,Cruz,19.0,,Meio-Campo,Bahia
Felipe,Aguilar,26.0,,Zagueiro,Santos
Rodrigo,Costa,4.0,,Zagueiro,Ponte Preta
Paulo,Ribeiro,3.0,,Zagueiro,Vasco
Mateus,Vital,11.0,12/2/1998,Meio-Campo,Vasco
Grafite,,23.0,1/7/1997,Atacante,Athletico-Pr
Alejandro,Guerra,18.0,,Meio-Campo,Palmeiras
Junior,Tavares,22.0,7/8/1996,Meio-Campo,Sao Paulo
Keno,,27.0,10/9/1989,Meio-Campo,Palmeiras
Lucas,Pratto,14.0,,Atacante,Sao Paulo
Adniellyson,Oliveira,8.0,,Meio-Campo,Atletico-Go
Breno,Borges,4.0,,Zagueiro,Vasco
Roger,Silva,9.0,,Atacante,Botafogo-Rj
Geferson,Teles,6.0,,Zagueiro,Vitoria
Rodrigo,Becao,16.0,,Zagueiro,Bahia
John,Santos,21.0,,Zagueiro,Cruzeiro
Joao,Cardoso,6.0,7/1/2001,Zagueiro,Ponte Preta
Luis,Medina,4.0,,Zagueiro,Cruzeiro
Ralph,,15.0,7/3/1998,Meio-Campo,Atletico-Mg
Leonardo,Morais,22.0,,Zagueiro,Coritiba
Alecsandro,,85.0,,Atacante,Coritiba
Reinaldo,Lenis,7.0,,Meio-Campo,Sport
Patric,Lalau,29.0,,Zagueiro,Vitoria
Lucas,Marques,2.0,6/3/2004,Zagueiro,Fluminense
Matheus,Sales,13.0,13/5/1995,Meio-Campo,Bahia
Gabriel,Furtado,45.0,9/12/1999,Meio-Campo,Palmeiras
Lucca,Brito,9.0,,Meio-Campo,Ponte Preta
Regis,,83.0,30/11/1992,Atacante,Chapecoense
Leonan,,31.0,28/10/1995,Zagueiro,Atletico-Mg
Fabricio,Bruno,14.0,12/2/1996,Zagueiro,Chapecoense
Rafael,Moura,13.0,,Atacante,Atletico-Mg
Roger,Bernardo,85.0,10/8/1985,Meio-Campo,Atletico-Mg
Andre,Lima,99.0,,Atacante,Vitoria
Jefferson,Orejuela,18.0,,Meio-Campo,Fluminense
Marinaldo,Oliveira,8.0,,Meio-Campo,Ponte Preta
Everaldo,Stum,9.0,,Atacante,Atletico-Go
Yago,Rocha,77.0,22/5/1994,Meio-Campo,Vitoria
Diego,Renan,26.0,26/1/1990,Zagueiro,Chapecoense
Jandrei,,93.0,1/3/1993,Goleiro,Chapecoense
Lucas,Mineiro,25.0,9/2/1999,Meio-Campo,Chapecoense
Joel,Tagueu,99.0,,Atacante,Avai
Jadson,,7.0,30/8/1993,Meio-Campo,Ponte Preta
Eric,Rodrigues,10.0,,Meio-Campo,Bahia
Andre,Moritz,30.0,,Meio-Campo,Avai
Jonathan,Marlone,10.0,,Meio-Campo,Goias
Emiliano,Vecchio,20.0,,Meio-Campo,Santos
Fernandinho,,6.0,4/5/1985,Zagueiro,Ponte Preta
Mancini,,23.0,,Zagueiro,Atletico-Mg
Matheus,Fernandes,8.0,30/6/1998,Meio-Campo,Botafogo-Rj
Matheus,Mascarenhas,38.0,,Zagueiro,Fluminense
Lucas,Marques,33.0,6/3/2004,Meio-Campo,Chapecoense
Thalles,Penha,9.0,,Atacante,Vasco
Carlos,Marques,8.0,,Atacante,Vitoria
Anderson,Oliveira,18.0,,Meio-Campo,Coritiba
Douglas,Grolli,3.0,,Zagueira,Chapecoense
Patrick,,88.0,29/7/1992,Meio-Campo,Sport
Paulinho,,7.0,25/7/1988,Meio-Campo,Atletico-Go
Gleison,Bremer,36.0,,Zagueiro,Atletico-Mg
Rafael,Pinto,4.0,,Zagueiro,Vasco
Wallace,Silva,3.0,,Zagueiro,Vitoria
Cleiton,Xavier,11.0,,Meio-Campo,Vitoria
Wellington,Nem,21.0,,Meio-Campo,Sao Paulo
Matheus,Ribeiro,13.0,23/2/1993,Zagueiro,Santos
Luizao,,73.0,8/3/2002,Zagueiro,Coritiba
Pedro,,32.0,20/6/1997,Atacante,Fluminense
Santiago,Trellez,22.0,17/1/1990,Atacante,Vitoria
Petros,,6.0,,Meio-Campo,Sao Paulo
Jonatan,Gomez,33.0,,Meio-Campo,Sao Paulo
Jean,Filho,1.0,,Goleiro,Bahia
Adilson,Warken,21.0,,Meio-Campo,Atletico-Mg
Marlon,Freitas,23.0,27/3/1995,Meio-Campo,Fluminense
Michel,Bastos,15.0,,Zagueiro,Palmeiras
Caique,Sa,35.0,23/5/1992,Zagueiro,Vitoria
Wellington,Simiao,7.0,,Meio-Campo,Avai
Caique,Santos,23.0,,Goleiro,Vitoria
Damian,Escudero,11.0,,Meio-Campo,Vasco
Bruno,Paulista,8.0,21/8/1995,Meio-Campo,Vasco
Jonathan,Marlone,92.0,,Meio-Campo,Atletico-Mg
Leonardo,Melo,10.0,,Meio-Campo,Ponte Preta
Eduardo,Henrique,6.0,,Meio-Campo,Athletico-Pr
Rodrigao,,39.0,13/10/1993,Atacante,Bahia
Diego,Rosa,9.0,22/3/1989,Atacante,Atletico-Go
Juninho,Piauiense,37.0,,Atacante,Sport
Oswaldo,Bocanegra,2.0,,Zagueiro,Sport
Thomas,Bedinelli,20.0,24/2/1993,Meio-Campo,Sport
Guilherme,Silveira,11.0,,Meio-Campo,Vasco
Paulo,Pereira,9.0,,Atacante,Vasco
Leonardo,Valencia,7.0,,Meio-Campo,Botafogo-Rj
Fabricio,Silva,87.0,,Zagueiro,Athletico-Pr
Regis,,20.0,30/11/1992,Meio-Campo,Bahia
Nilton,Rodrigues,7.0,,Meio-Campo,Atletico-Go
Junior,Dutra,9.0,,Meio-Campo,Avai
Guilherme,Gusmao,17.0,,Meio-Campo,Athletico-Pr
Rodrigo,Silva,28.0,,Zagueiro,Cruzeiro
Luiz,Gaioto,44.0,,Zagueiro,Flamengo
Jonathan,Lemos,2.0,,Zagueiro,Atletico-Go
Eder,,30.0,15/11/1986,Zagueiro,Bahia
Bruno,Rodrigo,33.0,,Zagueiro,Gremio
Anderson,Martins,4.0,,Zagueiro,Vasco
Edimar,Fraga,16.0,,Zagueiro,Sao Paulo
Moises,Barbosa,6.0,,Zagueiro,Corinthians
Wendel,,37.0,31/8/1991,Meio-Campo,Fluminense
Alan,Ruschel,28.0,23/8/1989,Zagueiro,Chapecoense
Luanzinho,,21.0,,Meio-Campo,Avai
Giovanni,Augusto,89.0,5/9/1989,Meio-Campo,Goias
Daniel,Amorim,28.0,15/9/1989,Atacante,Avai
Lucas,Perdomo,28.0,,Zagueiro,Atletico-Mg
Esteban,Pavez,21.0,,Meio-Campo,Athletico-Pr
Marcos,Dutra,1.0,,Goleiro,Atletico-Go
Juninho,,16.0,23/10/1987,Zagueiro,Vitoria
