c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
Diogo,Barbosa,6.0,17/8/1992,Zagueiro,Gremio
Joao,Bitello,39.0,,Meio-Campo,Gremio
Rever,,4.0,4/1/1985,Zagueiro,Atletico-Mg
Eduardo,,4.0,20/11/1986,Zagueiro,Santos
Rafael,Navarro,29.0,14/4/2000,Atacante,Palmeiras
Du,Queiroz,37.0,7/1/2000,Zagueiro,Corinthians
Gabriel,Pirani,20.0,12/4/2002,Meio-Campo,Fluminense
Pedro,Pereira,48.0,11/7/2002,Zagueiro,Athletico-Pr
Darlan,Mendes,37.0,16/4/1998,Meio-Campo,Gremio
Nikao,,10.0,29/7/1992,Meio-Campo,Cruzeiro
William,Pottker,90.0,22/12/1993,Atacante,Coritiba
Mario,Costa,31.0,,Atacante,Flamengo
Rodrigo,Santos,26.0,,Meio-Campo,Vasco
Jhegson,Mendez,21.0,,Meio-Campo,Sao Paulo
Jhonny,Lucas,77.0,,Meio-Campo,Goias
Vitor,Mendes,4.0,13/2/1999,Zagueiro,Fluminense
Nino,Paraiba,2.0,10/1/1986,Zagueiro,America-Mg
Auremir,Santos,5.0,,Meio-Campo,Goias
Eduard,Atuesta,20.0,18/6/1997,Meio-Campo,Palmeiras
Lucas,Ramos,37.0,3/1/2001,Meio-Campo,Internacional
Allan,Souza,29.0,,Meio-Campo,Atletico-Mg
Ignacio,Fernandez,26.0,12/1/1990,Meio-Campo,Atletico-Mg
Andre,Trindade,7.0,,Meio-Campo,Fluminense
Ramon,Lima,6.0,,Zagueiro,Bragantino
Yago,Rocha,20.0,22/5/1994,Meio-Campo,Fluminense
Jesus,Trindade,50.0,10/7/1993,Meio-Campo,Coritiba
Fabricio,Souza,13.0,,Meio-Campo,Coritiba
Airton,,12.0,2/2/1999,Goleiro,America-Mg
Willian,Maranhao,5.0,14/12/1995,Meio-Campo,Atletico-Go
Edson,,15.0,26/2/1990,Meio-Campo,Atletico-Go
Onitlasi,Rodrigues,20.0,,Meio-Campo,Juventude
Lucas,Constante,25.0,,Zagueiro,Juventude
Marcos,Victor,44.0,26/12/2001,Zagueiro,Ceara
Erick,,11.0,14/11/1997,Meio-Campo,Ceara
Para,,26.0,14/2/1986,Meio-Campo,Juventude
Guilherme,Parede,77.0,19/9/1995,Atacante,Juventude
Richardson,Santos,7.0,,Meio-Campo,Ceara
Cleber,,89.0,22/10/1996,Atacante,Ceara
Nonoca,,5.0,,Meio-Campo,Avai
Gabriel,Carabajal,5.0,9/12/1990,Meio-Campo,Santos
Keno,,11.0,10/9/1989,Meio-Campo,Atletico-Mg
Igor,Silva,6.0,5/4/1996,Zagueiro,Cuiaba
Joao,Gomes,35.0,12/2/2001,Meio-Campo,Flamengo
Matheus,Lima,46.0,3/1/2006,Atacante,Flamengo
Capixaba,,7.0,9/1/1997,Atacante,Juventude
Vitor,Mendes,34.0,13/2/1999,Zagueiro,Juventude
Chico,,23.0,14/9/1998,Meio-Campo,Juventude
Felipe,Pires,19.0,18/4/1995,Meio-Campo,Juventude
Jean,Irmer,5.0,26/9/1994,Meio-Campo,Juventude
Paulo,,96.0,30/6/1993,Zagueiro,Juventude
Werik,Popo,45.0,17/10/2001,Atacante,Bragantino
Richard,Coelho,25.0,,Meio-Campo,Ceara
David,Silva,23.0,,Zagueiro,Ceara
Pablo,Dyego,27.0,8/3/1994,Meio-Campo,Avai
Marcio,Junior,19.0,,Meio-Campo,Avai
Luiz,Otavio,13.0,14/9/1988,Zagueiro,Ceara
Vitinho,,87.0,1/4/1999,Atacante,Avai
Mateus,Ferreira,48.0,,Meio-Campo,Avai
Mateus,Vital,21.0,12/2/1998,Meio-Campo,Corinthians
Jhon,Chancellor,41.0,2/1/1992,Zagueiro,Coritiba
Rafael,Santos,36.0,14/3/1989,Zagueiro,Coritiba
Pedro,Raul,11.0,5/11/1996,Atacante,Goias
Wellington,Martins,5.0,,Meio-Campo,Fluminense
Dada,,27.0,2/11/1983,Meio-Campo,Goias
David,Fonseca,17.0,,Atacante,Internacional
Luizao,,32.0,8/3/2002,Zagueiro,Sao Paulo
Patrick,,88.0,29/7/1992,Meio-Campo,Sao Paulo
Andre,Anderson,28.0,23/9/1999,Meio-Campo,Sao Paulo
Matheus,Cadorini,99.0,1/9/2002,Atacante,Coritiba
Leo,Gamalho,9.0,31/1/1986,Atacante,Coritiba
Regis,,78.0,30/11/1992,Meio-Campo,Coritiba
Matias,Galarza,15.0,11/2/2002,Meio-Campo,Coritiba
Leo,Pereira,20.0,31/1/1996,Atacante,Atletico-Go
Juninho,Capixaba,29.0,6/7/1997,Zagueiro,Fortaleza
Jefferson,,6.0,3/1/1997,Zagueiro,Atletico-Go
Nino,Paraiba,2.0,10/1/1986,Zagueiro,Ceara
Robert,Renan,30.0,11/10/2003,Zagueiro,Corinthians
Vinicius,,29.0,3/8/1993,Meio-Campo,Ceara
Ze,Roberto,22.0,14/9/1993,Atacante,Ceara
Cesar,,31.0,16/2/1995,Goleiro,Juventude
Luan,Dias,99.0,31/7/1997,Atacante,Goias
Paulo,Miranda,28.0,16/8/1988,Zagueiro,Juventude
Vitor,Gabriel,63.0,20/1/2000,Atacante,Juventude
Kevin,Lomonaco,14.0,8/1/2002,Zagueiro,Bragantino
Artur,Guimaraes,7.0,,Meio-Campo,Bragantino
Vinicius,Zanocelo,25.0,30/1/2001,Meio-Campo,Santos
Luiz,Felipe,2.0,9/9/1993,Zagueiro,Santos
Gustavo,Scarpa,14.0,5/1/1994,Meio-Campo,Palmeiras
Danilo,,28.0,29/4/2001,Meio-Campo,Palmeiras
Bissoli,,77.0,9/1/1998,Atacante,Avai
Carlos,Souza,28.0,,Atacante,Bragantino
Luciano,Castan,4.0,13/9/1989,Zagueiro,Coritiba
Thalisson,Kelven,4.0,7/5/1998,Zagueiro,Juventude
Carlos,Sanchez,7.0,2/12/1984,Meio-Campo,Santos
Diego,Churin,9.0,1/12/1989,Atacante,Atletico-Go
Yan,Souto,13.0,5/10/2001,Zagueiro,Goias
Abner,Vinicius,16.0,27/5/2000,Zagueiro,Athletico-Pr
Guga,,2.0,29/8/1998,Zagueiro,Atletico-Mg
Jair,Junior,8.0,,Meio-Campo,Atletico-Mg
Joaquim,Silva,2.0,,Zagueiro,Cuiaba
Luis,Henrique,99.0,14/12/2001,Atacante,Botafogo-Rj
Cris,Silva,15.0,,Zagueiro,Fluminense
Lucas,Piton,6.0,9/10/2000,Zagueiro,Corinthians
Bruno,Silva,8.0,3/8/1986,Meio-Campo,Avai
Wanderson,,3.0,7/10/1994,Zagueiro,Atletico-Go
Airton,,7.0,2/2/1999,Atacante,Atletico-Go
Lucas,Lima,13.0,9/7/1990,Meio-Campo,Fortaleza
Guillermo,Santos,5.0,15/2/1991,Zagueiro,Coritiba
Ramiro,,17.0,22/5/1993,Meio-Campo,Corinthians
Matheus,Cardoso,7.0,,Meio-Campo,America-Mg
Patric,Lalau,2.0,,Zagueiro,America-Mg
Geovane,,21.0,20/2/1989,Meio-Campo,Ceara
Gabriel,Novaes,35.0,5/4/1999,Atacante,Bragantino
Bryan,Garcia,30.0,18/1/2001,Meio-Campo,Athletico-Pr
Madson,,13.0,13/1/1992,Zagueiro,Santos
Danilo,Barcelos,14.0,17/8/1991,Zagueiro,Goias
Guilherme,Castilho,40.0,19/9/1999,Meio-Campo,Ceara
Francisco,Soares,9.0,,Atacante,Botafogo-Rj
Matheus,Martinelli,38.0,,Meio-Campo,Fluminense
Matheus,Martins,37.0,16/7/2003,Meio-Campo,Fluminense
Joao,Moreira,30.0,21/5/2004,Meio-Campo,Sao Paulo
Rodrigo,Soares,2.0,26/12/1992,Zagueiro,Juventude
Vladimir,Filho,89.0,,Goleiro,Avai
Fabian,Balbuena,31.0,23/8/1991,Zagueiro,Corinthians
Lucas,Barbosa,21.0,22/2/2001,Meio-Campo,Santos
Diego,Porfirio,33.0,1/8/1999,Zagueiro,Coritiba
Adrian,Martinez,52.0,7/7/1992,Meio-Campo,Coritiba
Eduardo,Biasi,22.0,,Meio-Campo,Avai
Jose,Junior,7.0,,Meio-Campo,Avai
Taison,,7.0,13/1/1988,Atacante,Internacional
Daniel,Borges,20.0,23/3/1993,Zagueiro,Botafogo-Rj
Liziero,,5.0,7/2/1998,Meio-Campo,Internacional
Gustavo,Sauer,10.0,30/4/1993,Atacante,Botafogo-Rj
Elton,Ataide,17.0,,Meio-Campo,Juventude
Lucas,Gazal,4.0,6/8/1998,Zagueiro,Atletico-Go
Bruno,Nazario,22.0,9/2/1995,Meio-Campo,Juventude
Richard,,91.0,11/10/1999,Goleiro,Ceara
Eder,Martins,23.0,,Atacante,Sao Paulo
Henrique,Almeida,19.0,27/5/1991,Atacante,America-Mg
Romarinho,,11.0,1/3/1994,Atacante,Fortaleza
Matheus,Franca,42.0,1/4/2004,Atacante,Flamengo
Santos,,20.0,17/3/1990,Goleiro,Flamengo
Nathan,,13.0,5/9/2001,Meio-Campo,Fluminense
Lima,,45.0,11/6/1996,Atacante,Ceara
Diego,Rigonato,37.0,9/3/1988,Meio-Campo,Ceara
Maycon,Cleiton,12.0,8/11/1998,Goleiro,Bragantino
Warley,,17.0,17/9/1999,Meio-Campo,Coritiba
Kanu,,4.0,7/3/1997,Zagueiro,Botafogo-Rj
Leonardo,Pinheiro,16.0,,Zagueiro,Sao Paulo
Diego,Ribas,10.0,,Meio-Campo,Flamengo
Kelvin,Osorio,6.0,29/10/1993,Zagueiro,Cuiaba
Joao,Filho,22.0,,Zagueiro,Sao Paulo
Jeffinho,,47.0,30/12/1999,Meio-Campo,Botafogo-Rj
William,Pottker,90.0,22/12/1993,Meio-Campo,Avai
Thonny,Anderson,19.0,27/12/1997,Meio-Campo,Coritiba
Ademir,,19.0,16/2/1995,Meio-Campo,Atletico-Mg
Gabriel,Almeida,9.0,13/9/2002,Atacante,Flamengo
Pepe,,10.0,6/1/1998,Meio-Campo,Cuiaba
Gustavo,Nescau,18.0,12/3/2000,Atacante,Cuiaba
Gabriel,Lacerda,15.0,20/3/1999,Zagueiro,Ceara
Stiven,Mendoza,10.0,27/6/1992,Atacante,Ceara
Ruan,,29.0,6/12/1998,Atacante,Juventude
Adson,,28.0,6/10/2000,Meio-Campo,Corinthians
Romildo,Piage,23.0,,Meio-Campo,Botafogo-Rj
Savio,Alves,6.0,,Zagueiro,Goias
Jose,Pegorari,1.0,,Goleiro,Juventude
Gabriel,Tota,88.0,29/10/2001,Meio-Campo,Juventude
Thales,,72.0,28/4/1994,Zagueiro,Avai
Wellington,Rato,10.0,18/6/1992,Meio-Campo,Atletico-Go
Renan,Santos,1.0,20/1/2005,Goleiro,Atletico-Go
Bressan,,26.0,15/1/1993,Zagueiro,Avai
Fernando,Sobral,8.0,17/12/1994,Meio-Campo,Ceara
Juan,Velasquez,10.0,,Meio-Campo,America-Mg
Eduardo,Rodrigues,7.0,,Atacante,Palmeiras
Jose,Ribeiro,6.0,,Zagueiro,Atletico-Mg
Kauan,Silva,45.0,,Zagueiro,Bragantino
Lucas,Piazon,43.0,20/1/1994,Meio-Campo,Botafogo-Rj
Caio,Conceicao,15.0,,Meio-Campo,Goias
Renzo,Saravia,2.0,16/6/1993,Zagueiro,Botafogo-Rj
Marcao,,15.0,14/1/1991,Meio-Campo,Cuiaba
Victor,Luis,33.0,23/6/1993,Zagueiro,Ceara
David,Duarte,29.0,24/1/1994,Zagueiro,Fluminense
Lucas,Crispim,10.0,19/6/1994,Meio-Campo,Fortaleza
Felipe,Jonatan,3.0,15/2/1998,Zagueiro,Santos
Marcos,Almeida,9.0,,Atacante,Santos
Marcos,Guilherme,95.0,5/8/1995,Atacante,Sao Paulo
Paolo,Guerrero,99.0,1/1/1984,Atacante,Avai
Willian,Klaus,4.0,11/1/1994,Zagueiro,Atletico-Go
Ricardinho,Viana,20.0,,Atacante,Atletico-Go
Paulo,Ribeiro,3.0,,Zagueiro,Cuiaba
Camilo,Reijers,7.0,,Meio-Campo,Cuiaba
Raul,Bicalho,34.0,,Zagueiro,Corinthians
Robson,Fernandes,7.0,30/5/1991,Atacante,Fortaleza
Caio,Paulista,70.0,11/5/1998,Zagueiro,Fluminense
Jo,,77.0,20/3/1987,Atacante,Ceara
Joao,Riedi,1.0,,Goleiro,Ceara
Renato,Junior,19.0,5/6/2002,Meio-Campo,Goias
Marquinhos,,10.0,8/5/1994,Meio-Campo,Goias
Robson,Signorini,20.0,,Meio-Campo,Coritiba
Raniele,,14.0,31/12/1996,Meio-Campo,Avai
Bruno,Cortes,33.0,,Zagueiro,Avai
Gledson,Santos,83.0,,Goleiro,Avai
Vitor,Santos,11.0,,Meio-Campo,Athletico-Pr
Matheus,Galdezani,92.0,13/3/1992,Meio-Campo,Avai
Rafael,Vaz,4.0,17/9/1988,Zagueiro,Avai
Jean,Pyerre,21.0,7/5/1998,Meio-Campo,Avai
Bruno,Pacheco,6.0,8/12/1991,Zagueiro,Ceara
Valdivia,,7.0,,Atacante,Cuiaba
Daniel,,1.0,6/5/1994,Goleiro,Internacional
Victor,Cantillo,24.0,15/10/1993,Meio-Campo,Corinthians
Jhon,Vasquez,20.0,12/2/1995,Atacante,Ceara
Pedrinho,,29.0,13/4/1998,Atacante,America-Mg
Anderson,,98.0,5/3/1998,Goleiro,Athletico-Pr
Wesley,Silva,11.0,,Meio-Campo,Palmeiras
Kevin,Silva,13.0,,Zagueiro,Avai
Ygor,Nogueira,44.0,,Zagueiro,Juventude
Fernando,Kaufmann,16.0,,Goleiro,Fortaleza
Reinaldo,Silva,6.0,25/5/1984,Zagueiro,Sao Paulo
Nicolas,Hernandez,2.0,18/1/1998,Zagueiro,Athletico-Pr
Marcelo,Lomba,42.0,18/12/1986,Goleiro,Palmeiras
Michel,Araujo,11.0,28/9/1996,Meio-Campo,Fluminense
Rodrigo,Freitas,32.0,17/6/1998,Zagueiro,Avai
Egidio,,6.0,16/6/1986,Meio-Campo,Coritiba
Hayner,,2.0,2/10/1995,Zagueiro,Atletico-Go
Nikao,,10.0,29/7/1992,Atacante,Sao Paulo
Messias,Junior,3.0,,Zagueiro,Ceara
Michel,Machado,88.0,,Zagueiro,Ceara
Daniel,Guedes,13.0,2/4/1994,Zagueiro,Cuiaba
Valdemir,Soares,97.0,,Meio-Campo,Coritiba
Willian,Siqueira,17.0,,Atacante,Fluminense
Marrony,,16.0,5/2/1999,Atacante,Fluminense
Luan,Patrick,34.0,20/1/2002,Zagueiro,America-Mg
Hugo,Souza,45.0,31/1/1999,Goleiro,Flamengo
Matheus,Souza,2.0,1/1/2001,Zagueiro,Coritiba
Vitor,Leque,99.0,19/1/2001,Atacante,Juventude
Gabriel,Pirani,7.0,12/4/2002,Meio-Campo,Cuiaba
Yuri,Lima,50.0,,Meio-Campo,Juventude
Hernan,Perez,30.0,25/2/1989,Atacante,Coritiba
Maicon,Roque,33.0,14/9/1988,Zagueiro,Santos
Braian,Romero,9.0,15/6/1991,Atacante,Internacional
Ronald,,14.0,18/6/1997,Meio-Campo,Fortaleza
Rafael,Gava,11.0,20/5/1993,Meio-Campo,Cuiaba
Muriqui,,11.0,16/6/1986,Atacante,Avai
Joao,Peglow,11.0,,Meio-Campo,Atletico-Go
Arthur,,25.0,17/12/2003,Zagueiro,America-Mg
Luccas,Claro,4.0,,Zagueiro,Fluminense
Matheus,Vargas,20.0,18/6/1996,Meio-Campo,Fortaleza
Joao,Lucas,2.0,9/3/1998,Zagueiro,Cuiaba
Felipe,Alves,1.0,21/5/1988,Goleiro,Sao Paulo
Leo,Cittadini,18.0,27/2/1994,Meio-Campo,Athletico-Pr
Marlon,Freitas,8.0,27/3/1995,Meio-Campo,Atletico-Go
Edson,Cruz,4.0,,Zagueiro,Atletico-Go
Jenison,Brito,18.0,,Atacante,Cuiaba
Matheus,Sales,36.0,13/5/1995,Meio-Campo,Goias
Raul,Caceres,27.0,18/9/1991,Zagueiro,America-Mg
Rafael,Ramos,2.0,9/1/1995,Zagueiro,Corinthians
Heitor,Fonseca,2.0,,Zagueiro,Internacional
Moises,Barbosa,20.0,,Zagueiro,Internacional
Thiago,Couto,40.0,26/3/1999,Goleiro,Sao Paulo
Isidro,Pitta,80.0,14/8/1999,Atacante,Juventude
Ricardo,Bueno,9.0,15/8/1987,Atacante,Juventude
Bruno,Praxedes,25.0,,Meio-Campo,Bragantino
Mariano,Filho,25.0,,Zagueiro,Atletico-Mg
Douglas,Teixeira,36.0,,Zagueiro,Botafogo-Rj
Lucas,Mezenga,40.0,,Zagueiro,Botafogo-Rj
Diego,Barbosa,4.0,,Zagueiro,Sao Paulo
Giovane,,42.0,24/11/2003,Atacante,Corinthians
Leo,Baptistao,92.0,,Meio-Campo,Santos
Kaique,Rocha,3.0,28/2/2001,Zagueiro,Internacional
German,Conti,4.0,3/6/1994,Zagueiro,America-Mg
Iury,Castilho,99.0,6/9/1995,Meio-Campo,Ceara
Vinicius,Lopes,70.0,,Atacante,Botafogo-Rj
Nathan,,45.0,5/9/2001,Zagueiro,Coritiba
Ramon,Roma,3.0,,Zagueiro,Atletico-Go
Matheus,Cadorini,18.0,1/9/2002,Atacante,Internacional
Junior,Moraes,18.0,4/4/1987,Atacante,Corinthians
William,Matheus,6.0,2/4/1990,Zagueiro,Juventude
Reynaldo,Moraes,29.0,,Zagueiro,Goias
Joel,Carli,3.0,19/10/1986,Zagueiro,Botafogo-Rj
Gustavo,Santana,8.0,,Meio-Campo,Fluminense
Chay,,14.0,29/9/1990,Atacante,Botafogo-Rj
Arthur,Chaves,31.0,29/1/2001,Zagueiro,Avai
Marcelo,Boeck,1.0,28/11/1984,Goleiro,Fortaleza
David,,33.0,17/10/1995,Atacante,Fortaleza
Vitor,Ricardo,40.0,14/4/2000,Zagueiro,Fortaleza
Rwan,Cruz,12.0,,Atacante,Santos
Matheus,Fernandes,6.0,30/6/1998,Meio-Campo,Athletico-Pr
Guilherme,Biro,18.0,20/4/2004,Zagueiro,Coritiba
Igor,Paixao,98.0,,Meio-Campo,Coritiba
Caio,Rocha,47.0,,Atacante,Internacional
Da,Silva,3.0,7/2/2001,Zagueiro,Goias
Pedro,Junqueira,17.0,,Atacante,Goias
Pablo,Siles,25.0,15/7/1997,Meio-Campo,Athletico-Pr
Neilton,Mestzk,70.0,,Atacante,Coritiba
Rafael,Pinheiro,21.0,,Goleiro,Coritiba
Matheus,Babi,19.0,,Atacante,Athletico-Pr
Bruno,Oliveira,40.0,1/2/1998,Meio-Campo,Santos
Ricardo,Goulart,10.0,5/6/1991,Atacante,Santos
Arthur,Henrique,16.0,17/5/1994,Zagueiro,Atletico-Go
Carlos,Filho,38.0,,Atacante,America-Mg
Andre,Souza,9.0,,Atacante,Cuiaba
Vitinho,,11.0,1/4/1999,Atacante,Flamengo
Calebe,,27.0,30/4/2000,Meio-Campo,Atletico-Mg
Auro,,27.0,23/1/1996,Zagueiro,Santos
Paulinho,Moccelin,94.0,16/3/1994,Atacante,Juventude
Erison,Souza,89.0,,Atacante,Botafogo-Rj
Fabio,Freitas,35.0,,Meio-Campo,Palmeiras
Sidnei,,12.0,,Zagueiro,Goias
Elvis,Araujo,10.0,,Atacante,Goias
Igor,Gomes,26.0,17/3/1999,Meio-Campo,Sao Paulo
Edenilson,Santos,8.0,,Meio-Campo,Internacional
Lazaro,Vinicius,13.0,,Meio-Campo,Flamengo
Willian,Arao,5.0,,Meio-Campo,Flamengo
Diego,Matos,6.0,8/1/1997,Zagueiro,Avai
Romulo,Zwarg,32.0,,Meio-Campo,Juventude
Rodrigo,Lindoso,19.0,6/6/1989,Meio-Campo,Ceara
Joao,Heidemann,1.0,,Goleiro,Cuiaba
Bruno,Mendez,22.0,10/9/1999,Zagueiro,Internacional
Anthony,Landazuri,3.0,19/4/1997,Zagueiro,Fortaleza
Xavier,,39.0,2/3/2000,Meio-Campo,Corinthians
Jhojan,Julio,8.0,11/2/1998,Atacante,Santos
Bernardo,Lemes,25.0,,Meio-Campo,Coritiba
Igor,Torres,77.0,11/3/2000,Atacante,Fortaleza
Felipe,,15.0,22/2/1984,Meio-Campo,Fortaleza
Douglas,Friedrich,1.0,,Goleiro,Avai
Rodinei,Almeida,22.0,,Zagueiro,Flamengo
Andreas,Pereira,18.0,,Meio-Campo,Flamengo
Gustavo,Gravino,18.0,,Meio-Campo,America-Mg
Felipe,Marques,11.0,27/1/1990,Meio-Campo,Cuiaba
Alesson,,7.0,16/2/1999,Meio-Campo,Cuiaba
Cristhian,Rivas,5.0,20/7/1997,Meio-Campo,Cuiaba
Alex,Santana,23.0,13/5/1995,Goleiro,Coritiba
Clayton,,99.0,23/10/1995,Atacante,Coritiba
Lucas,Ribeiro,14.0,19/1/1999,Meio-Campo,Ceara
Dentinho,,97.0,19/1/1989,Atacante,Avai
Jonathan,Copete,10.0,23/1/1988,Atacante,Avai
Joao,Marcelino,33.0,,Zagueiro,Corinthians
Wesley,Moraes,9.0,,Atacante,Internacional
Diego,Goncalves,11.0,22/9/1994,Meio-Campo,Botafogo-Rj
Rodrigo,Dourado,13.0,,Meio-Campo,Internacional
Jo,,77.0,20/3/1987,Atacante,Corinthians
Marcos,Paulo,47.0,27/9/1994,Zagueiro,Flamengo
Nathan,Camargo,48.0,25/7/2005,Meio-Campo,Bragantino
Eduardo,Sasha,18.0,24/2/1992,Atacante,Atletico-Mg
Renan,Silva,19.0,,Zagueiro,Bragantino
Jean,Cleber,16.0,29/4/1990,Meio-Campo,Avai
Darlan,Mendes,8.0,16/4/1998,Meio-Campo,Juventude
Oscar,Ruiz,11.0,14/5/1991,Atacante,Juventude
Everton,Silva,11.0,4/8/1988,Meio-Campo,Cuiaba
Bruno,Melo,27.0,26/10/1992,Zagueiro,Corinthians
Joao,Caetano,4.0,,Zagueiro,Goias
Henrique,Lordelo,55.0,16/6/2000,Meio-Campo,Goias
Luis,Oyama,55.0,,Meio-Campo,Botafogo-Rj
Willian,,10.0,19/11/1986,Atacante,Corinthians
Marlon,,25.0,13/2/1994,Meio-Campo,Juventude
Matheus,Cardoso,94.0,,Goleiro,Goias
Jailson,,42.0,7/9/1995,Goleiro,America-Mg
Luan,Paiva,33.0,,Meio-Campo,Goias
Morato,,53.0,,Atacante,Avai
Elton,Brandao,19.0,,Atacante,Cuiaba
Fred,,9.0,,Atacante,Fluminense
Lucas,Calegari,31.0,,Meio-Campo,Fluminense
Luis,Orejuela,24.0,20/8/1995,Zagueiro,Athletico-Pr
Lucas,Halter,33.0,2/5/2000,Zagueiro,Athletico-Pr
Hyoran,,10.0,25/5/1993,Meio-Campo,Bragantino
Diego,Loureiro,12.0,,Goleiro,Botafogo-Rj
Dudu,,2.0,7/1/1992,Zagueiro,Atletico-Go
Rickson,,17.0,4/3/1998,Meio-Campo,Atletico-Go
Gabriel,Boschilia,21.0,,Meio-Campo,Internacional
Matheus,Jussa,8.0,,Zagueiro,Fortaleza
Andres,D'Alessandro,10.0,,Atacante,Internacional
Miguel,Silveira,30.0,26/3/2003,Meio-Campo,Bragantino
Rafael,Forster,12.0,23/7/1990,Zagueiro,Juventude
Joao,Santos,2.0,,Zagueiro,Corinthians
Luiz,Filipe,30.0,7/10/2002,Meio-Campo,Goias
Jorge,Moraes,6.0,,Zagueiro,Palmeiras
Dylan,Borrero,30.0,,Meio-Campo,Atletico-Mg
Douglas,Costa,10.0,,Meio-Campo,Gremio
Thiago,Santos,5.0,5/9/1989,Meio-Campo,Gremio
Guilherme,Santos,33.0,5/2/1988,Zagueiro,Juventude
Carlos,Palacios,16.0,20/7/2000,Meio-Campo,Internacional
Yuri,Alberto,11.0,18/3/2001,Atacante,Internacional
Fabricio,Bruno,14.0,12/2/1996,Zagueiro,Bragantino
Renzo,Saravia,26.0,16/6/1993,Meio-Campo,Internacional
Victor,Cuesta,15.0,19/11/1988,Zagueiro,Internacional
Ze,Ricardo,5.0,9/3/1996,Meio-Campo,America-Mg
Ignacio,Oliveira,21.0,,Zagueiro,Chapecoense
Abel,Hernandez,32.0,,Atacante,Fluminense
Ronei,Gebing,15.0,,Meio-Campo,Chapecoense
Gabriel,Silva,49.0,3/7/2002,Atacante,Palmeiras
Vitor,Hugo,57.0,27/7/2001,Atacante,Palmeiras
Robert,Motta,26.0,,Meio-Campo,Flamengo
Oliveira,,3.0,17/10/1981,Zagueiro,Atletico-Go
German,Conti,5.0,3/6/1994,Zagueiro,Bahia
Osvaldo,Filho,11.0,,Meio-Campo,Fortaleza
Rai,Oliveira,18.0,,Meio-Campo,Bahia
Everton,Felipe,97.0,28/7/1997,Meio-Campo,Sport
Marcio,Azevedo,6.0,,Meio-Campo,Athletico-Pr
Marcao,,77.0,14/1/1991,Meio-Campo,Sport
Rafael,Marques,15.0,27/5/1983,Zagueiro,Sport
Rene,Junior,23.0,,Meio-Campo,Chapecoense
Geuvanio,,50.0,5/4/1992,Atacante,Chapecoense
Jose,Welison,14.0,,Meio-Campo,Sport
Sabino,,35.0,25/10/1996,Zagueiro,Sport
Mike,Nenatarvicius,17.0,,Meio-Campo,Chapecoense
Moises,Santos,5.0,,Meio-Campo,Chapecoense
Raniel,,12.0,11/6/1996,Atacante,Santos
Kaiky,Fernandes,28.0,,Zagueiro,Santos
Rodinei,Almeida,20.0,,Zagueiro,Flamengo
Igor,Silva,17.0,5/4/1996,Zagueiro,Atletico-Go
Leo,Pele,16.0,,Zagueiro,Sao Paulo
Fernando,Canesin,55.0,27/2/1992,Meio-Campo,Athletico-Pr
Matheus,Fernandes,38.0,30/6/1998,Meio-Campo,Palmeiras
Rafinha,,13.0,7/9/1985,Zagueiro,Gremio
Raul,Bobadilla,19.0,,Atacante,Fluminense
Juninho,Capixaba,29.0,6/7/1997,Zagueiro,Bahia
Rossicley,Silva,7.0,,Meio-Campo,Bahia
Gilberto,Junior,9.0,,Atacante,Bahia
Henrique,Almeida,11.0,27/5/1991,Atacante,Chapecoense
Eder,,3.0,15/11/1986,Zagueiro,Atletico-Go
Hernanes,,8.0,,Meio-Campo,Sport
Rene,Martins,6.0,,Zagueiro,Flamengo
Bruno,Viana,30.0,,Zagueiro,Flamengo
Paulinho,Moccelin,94.0,16/3/1994,Atacante,Sport
Clayson,Vieira,23.0,,Atacante,Cuiaba
Emiliano,Rigoni,77.0,,Meio-Campo,Sao Paulo
Miguel,Borja,9.0,,Atacante,Gremio
Nathan,Souza,23.0,,Meio-Campo,Atletico-Mg
Daniel,Simoes,8.0,,Meio-Campo,Bahia
Gabriel,Veron,27.0,,Atacante,Palmeiras
Gustavo,Vernes,2.0,,Zagueiro,Flamengo
Ramon,Lima,36.0,,Zagueiro,Flamengo
Busanello,,6.0,20/10/1998,Zagueiro,Chapecoense
Ricardinho,,5.0,15/12/1985,Meio-Campo,Juventude
Patrick,Lucca,45.0,2/3/2000,Meio-Campo,Bahia
Jonas,Toro,23.0,,Atacante,Atletico-Go
Marcos,Lopes,21.0,,Zagueiro,Santos
Nathan,Silva,40.0,6/5/1997,Zagueiro,Atletico-Mg
Diego,Costa,19.0,21/7/1999,Atacante,Atletico-Mg
Gabriel,Franco,5.0,,Meio-Campo,Corinthians
Gustavo,,10.0,6/6/2005,Atacante,Sport
Mauro,Zarate,99.0,,Atacante,America-Mg
Bruno,Cortes,12.0,,Zagueiro,Gremio
Rodrigo,Marinho,10.0,,Meio-Campo,Bahia
Vanderson,Campos,35.0,,Zagueiro,Gremio
Nino,Paraiba,2.0,10/1/1986,Zagueiro,Bahia
Kelvyn,,70.0,7/5/1999,Meio-Campo,Ceara
Marcos,Guilherme,23.0,5/8/1995,Meio-Campo,Santos
Marlon,Xavier,30.0,,Zagueiro,Fluminense
Paulo,Victor,23.0,13/4/2001,Zagueiro,Internacional
Marcio,Oliveira,5.0,,Meio-Campo,Athletico-Pr
Aderbar,Neto,1.0,,Goleiro,Athletico-Pr
